time,solar,solar_state,solar_discrete,wind,wind_state,wind_discrete,bat,bat_soc,bat_soc_discrete,bat_state,grid,grid_state,grid_discrete,renewable,renewable_discrete,total,demand,dif,total_discrete,demand_discrete,price,reward_solar,reward_wind,reward_bat,reward_grid
2019-01-01 00:00:00,0.0,1,0,24.61,1,1,-6.289999999999999,0.6043680555555555,1,1,0.0,1,1,24.61,1,18.32,18.32,0.0,0,0,2.0,0.0,10.0,10.0,-20.0
2019-01-01 01:00:00,0.0,1,0,25.22,0,1,-20.3,0.6184652777777777,1,1,0.0,0,1,25.22,1,-20.3,20.3,-40.6,0,0,2.0,0.0,-10.0,10.0,0.0
2019-01-01 02:00:00,0.0,1,0,22.83,0,1,-21.07,0.6330972222222222,1,1,42.14,1,0,22.83,1,21.07,21.07,0.0,0,0,2.0,0.0,-10.0,10.0,-20.0
2019-01-01 03:00:00,0.0,0,0,26.21,1,1,5.690000000000001,0.6291458333333333,1,2,0.0,0,1,26.21,1,31.900000000000002,20.52,11.380000000000003,1,0,2.0,0.0,10.0,-10.0,0.0
2019-01-01 04:00:00,0.0,0,0,25.45,1,1,-7.329999999999998,0.6342361111111111,1,1,0.0,0,0,25.45,1,18.12,18.12,0.0,0,0,2.0,0.0,10.0,10.0,0.0
2019-01-01 05:00:00,0.0,1,0,23.71,0,1,-19.32,0.6476527777777777,1,1,0.0,0,0,23.71,1,-19.32,19.32,-38.64,0,0,2.0,0.0,-10.0,10.0,0.0
2019-01-01 06:00:00,3.37,1,0,24.45,1,1,0.0,0.6476527777777777,1,0,8.129999999999999,1,0,27.82,1,35.95,19.69,16.26,1,0,2.0,0.0,10.0,0.0,-20.0
2019-01-01 07:00:00,8.12,1,0,24.27,0,1,0.0,0.6476527777777777,1,0,0.0,0,1,32.39,1,8.12,19.07,-10.950000000000001,0,0,2.0,-10.0,0.0,0.0,0.0
2019-01-01 08:00:00,16.68,1,0,23.32,1,1,18.62,0.6347222222222222,1,2,0.0,0,0,40.0,1,58.620000000000005,21.38,37.24000000000001,2,1,2.0,0.0,10.0,-10.0,0.0
2019-01-01 09:00:00,29.21,0,1,24.97,1,1,-6.719999999999999,0.6393888888888889,1,1,0.0,0,0,54.18,2,18.25,18.25,0.0,0,0,2.0,-10.0,10.0,20.0,0.0
2019-01-01 10:00:00,43.57,0,2,19.66,0,0,-20.91,0.6539097222222222,1,1,0.0,0,0,63.230000000000004,2,-20.91,20.91,-41.82,0,0,2.0,-20.0,0.0,20.0,0.0
2019-01-01 11:00:00,55.39,0,2,21.8,0,1,20.9,0.6393958333333334,1,2,0.0,1,0,77.19,3,20.9,20.9,0.0,0,0,2.0,0.0,0.0,20.0,-20.0
2019-01-01 12:00:00,60.0,1,2,18.47,1,0,44.55,0.6084583333333333,1,2,0.0,1,1,78.47,3,123.02,123.02,0.0,5,5,2.0,-30.0,-50.0,20.0,-20.0
2019-01-01 13:00:00,55.39,1,2,16.76,1,0,46.31999999999999,0.5762916666666666,1,2,0.0,1,1,72.15,3,118.47,118.47,0.0,5,5,2.0,-30.0,-50.0,20.0,-20.0
2019-01-01 14:00:00,43.57,1,2,15.03,1,0,68.18,0.5289444444444444,1,2,0.0,1,1,58.6,2,126.78,126.78,0.0,5,5,2.0,-30.0,-50.0,30.0,-20.0
2019-01-01 15:00:00,29.21,1,1,13.63,0,0,0.0,0.5289444444444444,1,0,79.88999999999999,1,1,42.84,2,109.1,109.1,0.0,5,5,2.0,-40.0,0.0,-30.0,-20.0
2019-01-01 16:00:00,16.68,0,0,11.19,0,0,128.14,0.4399583333333333,1,2,0.0,1,1,27.869999999999997,1,128.14,128.14,0.0,5,5,2.0,0.0,0.0,40.0,-97.490802377
2019-01-01 17:00:00,8.12,0,0,9.78,1,0,-104.78999999999999,0.5127291666666666,1,1,0.0,0,1,17.9,0,-95.00999999999999,114.57,-209.57999999999998,0,5,9.7490802377,0.0,-50.0,-50.0,0.0
2019-01-01 18:00:00,3.37,1,0,7.79,0,0,116.86,0.4315763888888888,1,2,0.0,0,0,11.16,0,120.23,120.23,0.0,5,5,10.9014286128,-50.0,0.0,50.0,0.0
2019-01-01 19:00:00,0.0,1,0,6.1,0,0,-123.27,0.5171805555555554,1,1,246.54,1,0,6.1,0,123.27,123.27,0.0,5,5,10.4639878836,-50.0,0.0,-50.0,-101.973169684
2019-01-01 20:00:00,0.0,0,0,4.84,0,0,108.18,0.44205555555555537,1,2,0.0,1,1,4.84,0,108.18,108.18,0.0,5,5,10.1973169684,0.0,0.0,50.0,-93.120372809
2019-01-01 21:00:00,0.0,0,0,3.21,0,0,-116.14,0.5227083333333331,1,1,0.0,0,1,3.21,0,-116.14,116.14,-232.28,0,5,9.3120372809,0.0,0.0,-50.0,0.0
2019-01-01 22:00:00,0.0,0,0,1.55,1,0,0.0,0.5227083333333331,1,0,0.0,0,0,1.55,0,1.55,118.62,-117.07000000000001,0,5,9.3119890407,0.0,-50.0,-50.0,0.0
