time,solar,solar_state,solar_discrete,wind,wind_state,wind_discrete,bat,bat_soc,bat_soc_discrete,bat_state,grid,grid_state,grid_discrete,renewable,renewable_discrete,total,demand,dif,total_discrete,demand_discrete,price,reward_solar,reward_wind,reward_bat,reward_grid
2019-01-01 00:00:00,0.0,1,0,24.61,1,1,6.289999999999999,0.5956319444444444,1,2,0.0,0,0,24.61,1,30.9,18.32,12.579999999999998,1,0,2.0,0.0,10.0,-10.0,0.0
2019-01-01 01:00:00,0.0,1,0,25.22,1,1,-4.919999999999998,0.5990486111111111,1,1,0.0,0,0,25.22,1,20.3,20.3,0.0,0,0,2.0,0.0,10.0,10.0,0.0
2019-01-01 02:00:00,0.0,0,0,22.83,1,1,-1.759999999999998,0.6002708333333333,1,1,0.0,0,0,22.83,1,21.07,21.07,0.0,0,0,2.0,0.0,10.0,10.0,0.0
2019-01-01 03:00:00,0.0,0,0,26.21,1,1,5.690000000000001,0.5963194444444444,1,2,0.0,0,0,26.21,1,31.900000000000002,20.52,11.380000000000003,1,0,2.0,0.0,10.0,-10.0,0.0
2019-01-01 04:00:00,0.0,0,0,25.45,1,1,0.0,0.5963194444444444,1,0,7.329999999999998,1,0,25.45,1,32.78,18.12,14.66,1,0,2.0,0.0,10.0,0.0,-20.0
2019-01-01 05:00:00,0.0,1,0,23.71,1,1,-4.390000000000001,0.5993680555555555,1,1,0.0,1,1,23.71,1,19.32,19.32,0.0,0,0,2.0,0.0,10.0,10.0,-20.0
2019-01-01 06:00:00,3.37,1,0,24.45,0,1,16.32,0.5880347222222221,1,2,0.0,1,1,27.82,1,19.69,19.69,0.0,0,0,2.0,0.0,-10.0,-10.0,-20.0
2019-01-01 07:00:00,8.12,1,0,24.27,1,1,13.32,0.578784722222222,1,2,26.64,1,1,32.39,1,72.35,19.07,53.279999999999994,3,0,2.0,-10.0,0.0,0.0,-20.0
2019-01-01 08:00:00,16.68,1,0,23.32,1,1,-18.62,0.5917152777777775,1,1,0.0,0,1,40.0,1,21.38,21.38,0.0,1,1,2.0,0.0,10.0,10.0,0.0
2019-01-01 09:00:00,29.21,0,1,24.97,0,1,-18.25,0.6043888888888886,1,1,36.5,1,0,54.18,2,18.25,18.25,0.0,0,0,2.0,-10.0,-10.0,20.0,-20.0
2019-01-01 10:00:00,43.57,0,2,19.66,0,0,-20.91,0.618909722222222,1,1,41.82,1,1,63.230000000000004,2,20.91,20.91,0.0,0,0,2.0,-20.0,0.0,20.0,-20.0
2019-01-01 11:00:00,55.39,0,2,21.8,0,1,0.0,0.618909722222222,1,0,20.9,1,1,77.19,3,20.9,20.9,0.0,0,0,2.0,0.0,0.0,-20.0,-20.0
2019-01-01 12:00:00,60.0,1,2,18.47,1,0,-44.55,0.6498472222222219,1,1,0.0,0,1,78.47,3,33.92,123.02,-89.1,1,5,2.0,-30.0,-50.0,-20.0,0.0
2019-01-01 13:00:00,55.39,0,2,16.76,1,0,0.0,0.6498472222222219,1,0,101.71,1,0,72.15,3,118.47,118.47,0.0,5,5,2.0,0.0,-50.0,-20.0,-20.0
2019-01-01 14:00:00,43.57,1,2,15.03,1,0,0.0,0.6498472222222219,1,0,68.18,1,1,58.6,2,126.78,126.78,0.0,5,5,2.0,-30.0,-50.0,-30.0,-20.0
2019-01-01 15:00:00,29.21,1,1,13.63,1,0,-66.25999999999999,0.6958611111111108,1,1,0.0,0,1,42.84,2,-23.419999999999987,109.1,-132.51999999999998,0,5,2.0,-40.0,-50.0,-60.0,0.0
2019-01-01 16:00:00,16.68,0,0,11.19,0,0,-128.14,0.7848472222222219,2,1,0.0,0,0,27.869999999999997,1,-128.14,128.14,-256.28,0,5,2.0,0.0,0.0,-80.0,0.0
2019-01-01 17:00:00,8.12,0,0,9.78,0,0,-114.57,0.8644097222222219,2,1,229.14,1,0,17.9,0,114.57,114.57,0.0,5,5,2.0,0.0,0.0,-100.0,-20.0
2019-01-01 18:00:00,3.37,0,0,7.79,1,0,0.0,0.8644097222222219,2,0,112.44,1,1,11.16,0,120.23,120.23,0.0,5,5,2.0,0.0,-50.0,-100.0,-20.0
2019-01-01 19:00:00,0.0,0,0,6.1,1,0,-117.17,0.9457777777777775,2,1,0.0,0,1,6.1,0,-111.07000000000001,123.27,-234.34,0,5,2.0,0.0,-50.0,-100.0,0.0
2019-01-01 20:00:00,0.0,0,0,4.84,1,0,103.34,0.8740138888888886,2,2,0.0,1,0,4.84,0,108.18,108.18,0.0,5,5,2.0,0.0,-50.0,100.0,-20.0
2019-01-01 21:00:00,0.0,0,0,3.21,1,0,0.0,0.8740138888888886,2,0,112.93,1,1,3.21,0,116.14,116.14,0.0,5,5,2.0,0.0,-50.0,-100.0,-20.0
2019-01-01 22:00:00,0.0,0,0,1.55,1,0,-117.07000000000001,0.9553124999999998,2,1,234.14000000000001,1,1,1.55,0,118.62,118.62,0.0,5,5,2.0,0.0,-50.0,-100.0,-20.0
