time,solar,solar_state,solar_discrete,wind,wind_state,wind_discrete,bat,bat_soc,bat_soc_discrete,bat_state,grid,grid_state,grid_discrete,renewable,renewable_discrete,total,demand,dif,total_discrete,demand_discrete,price,reward_solar,reward_wind,reward_bat,reward_grid,reward_demand
2019-01-01 00:00:00,0.0,0,0,0,0,0,20.0,0.5861111111111111,1,2,0.0,1,0,0.0,0,5.0,5,0.0,0,2,2,0.0,0.0,20.0,-20.0,-10
2019-01-01 01:00:00,0.0,0,0,0,0,0,-20.0,0.6,1,1,0.0,0,1,0.0,0,-20.0,20,-40.0,0,2,2,0.0,0.0,-20.0,0.0,10
2019-01-01 02:00:00,0.0,0,0,0,0,0,-20.0,0.6138888888888889,1,1,40.0,1,0,0.0,0,5.0,5,0.0,0,2,2,0.0,0.0,-20.0,-20.0,-10
2019-01-01 03:00:00,0.0,1,0,0,1,0,20.0,0.6,1,2,0.0,0,1,0.0,0,20.0,20,0.0,2,2,2,-20.0,-20.0,20.0,0.0,10
2019-01-01 04:00:00,0.0,0,0,0,0,0,20.0,0.5861111111111111,1,2,0.0,1,0,0.0,0,20.0,20,0.0,2,2,2,0.0,0.0,20.0,-20.0,10
2019-01-01 05:00:00,0.0,1,0,0,1,0,-20.0,0.6,1,1,0.0,0,1,0.0,0,-35.0,5,-40.0,0,2,2,-20.0,-20.0,-20.0,0.0,-10
2019-01-01 06:00:00,6.09,0,0,0,0,0,0.0,0.6,1,0,0.0,0,0,6.09,0,-15.0,5,-20.0,0,2,2,0.0,0.0,-20.0,0.0,-10
2019-01-01 07:00:00,11.22,0,1,0,0,0,0.0,0.6,1,0,20.0,1,0,11.22,1,5.0,5,0.0,0,2,2,0.0,0.0,-10.0,-20.0,-10
2019-01-01 08:00:00,18.5,0,2,0,1,0,20.0,0.5861111111111111,1,2,0.0,1,1,18.5,2,20.0,20,0.0,2,2,2,0.0,-20.0,0.0,-20.0,10
2019-01-01 09:00:00,27.29,1,3,0,0,0,7.289999999999999,0.5810486111111112,1,2,14.579999999999998,1,1,27.29,3,34.16,5,29.159999999999997,4,2,2,10.0,0.0,-10.0,-20.0,-10
2019-01-01 10:00:00,36.03,0,4,0,0,0,20.0,0.5671597222222222,1,2,0.0,1,1,36.03,4,5.0,5,0.0,0,2,2,-20.0,0.0,-20.0,-20.0,-10
2019-01-01 11:00:00,42.57,1,5,0,1,0,22.57,0.5514861111111111,1,2,45.14,1,1,42.57,5,95.28,5,90.28,5,2,2,30.0,-20.0,-30.0,-20.0,-10
2019-01-01 12:00:00,45.0,1,5,0,1,0,25.0,0.534125,1,2,50.0,1,1,45.0,5,120.0,20,100.0,5,2,2,30.0,-20.0,-30.0,-20.0,10
2019-01-01 13:00:00,42.57,0,5,0,0,0,0.0,0.534125,1,0,20.0,1,1,42.57,5,20.0,20,0.0,2,2,2,-30.0,0.0,0.0,-20.0,10
2019-01-01 14:00:00,36.03,0,4,0,1,0,-20.0,0.5480138888888889,1,1,40.0,1,1,36.03,4,20.0,20,0.0,2,2,2,-20.0,-20.0,20.0,-20.0,10
2019-01-01 15:00:00,27.29,0,3,0,1,0,-20.0,0.5619027777777778,1,1,0.0,0,1,27.29,3,-35.0,5,-40.0,0,2,2,-10.0,-20.0,10.0,0.0,-10
2019-01-01 16:00:00,18.5,0,2,0,0,0,0.0,0.5619027777777778,1,0,20.0,1,0,18.5,2,5.0,5,0.0,0,2,2,0.0,0.0,0.0,-20.0,-10
2019-01-01 17:00:00,11.22,0,1,0,1,0,-20.0,0.5757916666666667,1,1,0.0,0,1,11.22,1,-20.0,20,-40.0,0,2,2,0.0,-20.0,-10.0,0.0,10
2019-01-01 18:00:00,6.09,0,0,0,0,0,-20.0,0.5896805555555557,1,1,0.0,0,0,6.09,0,-35.0,5,-40.0,0,2,2,0.0,0.0,-20.0,0.0,-10
2019-01-01 19:00:00,0.0,0,0,0,0,0,-20.0,0.6035694444444445,1,1,0.0,0,0,0.0,0,-35.0,5,-40.0,0,2,2,0.0,0.0,-20.0,0.0,-10
2019-01-01 20:00:00,0.0,0,0,0,1,0,-20.0,0.6174583333333334,1,1,0.0,0,0,0.0,0,-35.0,5,-40.0,0,2,2,0.0,-20.0,-20.0,0.0,-10
2019-01-01 21:00:00,0.0,1,0,0,1,0,20.0,0.6035694444444445,1,2,0.0,0,0,0.0,0,5.0,5,0.0,0,2,2,-20.0,-20.0,20.0,0.0,-10
2019-01-01 22:00:00,0.0,0,0,0,1,0,20.0,0.5896805555555557,1,2,0.0,0,0,0.0,0,5.0,5,0.0,0,2,2,0.0,-20.0,20.0,0.0,-10
